venta_id,fecha_venta,cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,cliente_activo,producto_id,producto,categoria_id,nombre_categoria,cantidad,precio_unitario,total_venta,canal_venta
2025-633,2025-12-05,272,Valentina,Araya,valentina.araya272@mail.cl,Masculino,2024-08-14,RM,Chile,31.0,,True,2,Mouse,2,Accesorios,4,126220,504880,App
2025-634,2025-07-11,134,Juan,Soto,juan.soto134@mail.cl,Femenino,2022-01-10,Coquimbo,Chile,27.0,1419723.0,False,4,Monitor,1,Tecnología,2,13089,26178,Tienda Física
2025-635,2025-08-10,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,5,Audífonos,2,Accesorios,3,378615,1135845,Tienda Física
2025-636,2025-01-19,48,Rodrigo,Pérez,rodrigo.pérez48@mail.cl,Femenino,2022-05-08,RM,Chile,59.0,1013758.0,False,6,Tablet,1,Tecnología,4,99242,396968,Web
2025-637,2025-12-23,107,Andrés,Rojas,andrés.rojas107@mail.cl,Masculino,2024-02-03,Araucanía,Chile,67.0,817537.0,False,3,Teclado,2,Accesorios,1,770330,770330,Tienda Física
2025-638,2025-03-10,192,Andrés,Morales,andrés.morales192@mail.cl,Masculino,2024-08-14,Biobío,Chile,66.0,819278.0,False,5,Audífonos,2,Accesorios,1,308254,308254,Tienda Física
2025-639,2025-01-17,93,Daniela,Soto,daniela.soto93@mail.cl,Femenino,2023-10-30,RM,Chile,45.0,2063299.0,False,2,Mouse,2,Accesorios,1,207780,207780,Web
2025-640,2025-11-24,267,Sebastián,Araya,sebastián.araya267@mail.cl,Femenino,2022-09-18,RM,Chile,57.0,848619.0,False,2,Mouse,2,Accesorios,4,411954,1647816,Tienda Física
2025-641,2025-01-14,14,Rodrigo,González,rodrigo.gonzález14@mail.cl,Masculino,2023-06-05,Biobío,Chile,61.0,633767.0,False,2,Mouse,2,Accesorios,4,10363,41452,Tienda Física
2025-642,2025-02-03,238,Pedro,González,pedro.gonzález238@mail.cl,Masculino,2024-03-02,RM,Chile,32.0,1964811.0,False,1,Notebook,1,Tecnología,2,55689,111378,Web
2025-643,2025-08-11,145,Sebastián,González,sebastián.gonzález145@mail.cl,Masculino,2024-09-23,Biobío,Chile,50.0,1914397.0,False,3,Teclado,2,Accesorios,1,789110,789110,App
2025-644,2025-03-26,106,Juan,Valenzuela,juan.valenzuela106@mail.cl,Masculino,2024-07-07,Biobío,Chile,38.0,1364141.0,False,6,Tablet,1,Tecnología,1,406419,406419,App
2025-645,2025-01-19,197,Sebastián,Rojas,sebastián.rojas197@mail.cl,Femenino,2024-04-06,Araucanía,Chile,35.0,2371070.0,False,2,Mouse,2,Accesorios,4,31584,126336,App
2025-646,2025-05-05,262,Camila,Soto,camila.soto262@mail.cl,Masculino,2024-01-25,Coquimbo,Chile,29.0,749474.0,True,3,Teclado,2,Accesorios,3,390350,1171050,Web
2025-647,2025-11-25,140,Francisca,Martínez,francisca.martínez140@mail.cl,Femenino,2022-10-23,Coquimbo,Chile,57.0,1588287.0,True,2,Mouse,2,Accesorios,4,419337,1677348,Tienda Física
2025-648,2025-11-05,124,Francisca,Rojas,francisca.rojas124@mail.cl,Masculino,2022-04-19,Coquimbo,Chile,53.0,526069.0,False,4,Monitor,1,Tecnología,2,694500,1389000,Web
2025-649,2025-01-14,253,Camila,Soto,camila.soto253@mail.cl,Femenino,2022-01-22,Coquimbo,Chile,20.0,1473950.0,True,6,Tablet,1,Tecnología,2,623332,1246664,App
2025-650,2025-08-24,149,Pedro,Rojas,pedro.rojas149@mail.cl,Femenino,2024-03-04,RM,Chile,22.0,1095603.0,True,2,Mouse,2,Accesorios,2,37302,74604,Tienda Física
2025-651,2025-05-09,135,Rodrigo,Silva,rodrigo.silva135@mail.cl,Femenino,2022-11-17,RM,Chile,26.0,2485296.0,True,2,Mouse,2,Accesorios,2,404485,808970,Web
2025-652,2025-03-27,44,María,Pérez,maría.pérez44@mail.cl,Femenino,2022-10-11,Valparaíso,Chile,50.0,2298596.0,False,4,Monitor,1,Tecnología,2,550022,1100044,App
2025-653,2025-02-20,145,Sebastián,González,sebastián.gonzález145@mail.cl,Masculino,2024-09-23,Biobío,Chile,50.0,1914397.0,False,2,Mouse,2,Accesorios,2,674471,1348942,Tienda Física
2025-654,2025-04-30,266,Felipe,Martínez,felipe.martínez266@mail.cl,Femenino,2022-05-10,RM,Chile,34.0,2460826.0,True,5,Audífonos,2,Accesorios,4,681813,2727252,Web
2025-655,2025-02-08,57,Diego,Araya,diego.araya57@mail.cl,Femenino,2022-01-05,Coquimbo,Chile,23.0,2270348.0,False,1,Notebook,1,Tecnología,3,187169,561507,Web
2025-656,2025-12-18,244,Diego,Muñoz,diego.muñoz244@mail.cl,Femenino,2022-12-04,Coquimbo,Chile,48.0,1393093.0,False,4,Monitor,1,Tecnología,4,585770,2343080,App
2025-657,2025-06-29,110,Diego,Flores,diego.flores110@mail.cl,Femenino,2022-05-18,Antofagasta,Chile,27.0,2059312.0,False,2,Mouse,2,Accesorios,4,644649,2578596,Web
2025-658,2025-08-14,279,Valentina,Valenzuela,valentina.valenzuela279@mail.cl,Femenino,2022-11-07,Araucanía,Chile,60.0,1112297.0,False,1,Notebook,1,Tecnología,4,649207,2596828,App
2025-659,2025-03-05,287,Juan,González,juan.gonzález287@mail.cl,Masculino,2022-04-12,RM,Chile,52.0,1548173.0,False,1,Notebook,1,Tecnología,1,688145,688145,App
2025-660,2025-08-17,175,Constanza,Martínez,constanza.martínez175@mail.cl,Femenino,2024-12-12,RM,Chile,69.0,2330393.0,False,2,Mouse,2,Accesorios,4,456242,1824968,Tienda Física
2025-661,2025-04-20,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,6,Tablet,1,Tecnología,4,147799,591196,Web
2025-662,2025-06-21,30,Juan,Valenzuela,juan.valenzuela30@mail.cl,Femenino,2022-10-07,Coquimbo,Chile,51.0,1483237.0,False,5,Audífonos,2,Accesorios,2,444352,888704,Tienda Física
2025-663,2025-07-05,194,Valentina,Silva,valentina.silva194@mail.cl,Masculino,2023-04-11,Coquimbo,Chile,32.0,1806170.0,False,2,Mouse,2,Accesorios,4,121776,487104,Tienda Física
2025-664,2025-10-23,13,María,Valenzuela,maría.valenzuela13@mail.cl,Masculino,2024-03-02,RM,Chile,62.0,1785160.0,True,1,Notebook,1,Tecnología,4,168761,675044,Tienda Física
2025-665,2025-08-17,210,Camila,Morales,camila.morales210@mail.cl,Femenino,2024-06-03,Biobío,Chile,63.0,1363561.0,True,6,Tablet,1,Tecnología,3,215753,647259,Tienda Física
2025-666,2025-11-06,251,Rodrigo,Rojas,rodrigo.rojas251@mail.cl,Masculino,2022-01-09,Araucanía,Chile,56.0,1149438.0,False,1,Notebook,1,Tecnología,4,358951,1435804,App
2025-667,2025-02-26,18,Carolina,Silva,carolina.silva18@mail.cl,Femenino,2024-08-18,RM,Chile,64.0,2021101.0,True,5,Audífonos,2,Accesorios,2,97453,194906,App
2025-668,2025-12-05,13,María,Valenzuela,maría.valenzuela13@mail.cl,Masculino,2024-03-02,RM,Chile,62.0,1785160.0,True,5,Audífonos,2,Accesorios,3,733559,2200677,Tienda Física
2025-669,2025-09-07,186,Valentina,Muñoz,valentina.muñoz186@mail.cl,Masculino,2023-09-15,Araucanía,Chile,39.0,1145188.0,False,4,Monitor,1,Tecnología,2,692954,1385908,App
2025-670,2025-09-15,77,Juan,Espinoza,juan.espinoza77@mail.cl,Femenino,2023-12-30,RM,Chile,36.0,678352.0,False,5,Audífonos,2,Accesorios,3,533225,1599675,Tienda Física
2025-671,2025-07-07,254,Carolina,López,carolina.lópez254@mail.cl,Femenino,2024-08-28,Valparaíso,Chile,29.0,641398.0,False,1,Notebook,1,Tecnología,4,15636,62544,Tienda Física
2025-672,2025-06-30,169,Pedro,González,pedro.gonzález169@mail.cl,Femenino,2024-10-03,Valparaíso,Chile,52.0,534911.0,False,6,Tablet,1,Tecnología,2,10654,21308,App
2025-673,2025-05-07,248,Juan,Muñoz,juan.muñoz248@mail.cl,Masculino,2024-03-11,Antofagasta,Chile,47.0,1768300.0,False,4,Monitor,1,Tecnología,4,676978,2707912,Tienda Física
2025-674,2025-08-28,143,Valentina,Soto,valentina.soto143@mail.cl,Masculino,2023-01-26,Valparaíso,Chile,59.0,980703.0,False,4,Monitor,1,Tecnología,1,168272,168272,Tienda Física
2025-675,2025-01-26,108,Constanza,Valenzuela,constanza.valenzuela108@mail.cl,Masculino,2023-03-11,Antofagasta,Chile,69.0,856600.0,False,5,Audífonos,2,Accesorios,1,652710,652710,Web
2025-676,2025-08-25,237,Camila,Soto,camila.soto237@mail.cl,Masculino,2023-07-24,Antofagasta,Chile,32.0,1494465.0,True,1,Notebook,1,Tecnología,3,445686,1337058,Web
2025-677,2025-05-03,151,Constanza,Morales,constanza.morales151@mail.cl,Femenino,2022-08-06,Coquimbo,Chile,35.0,1041656.0,True,6,Tablet,1,Tecnología,1,66116,66116,App
2025-678,2025-12-23,90,Rodrigo,Valenzuela,rodrigo.valenzuela90@mail.cl,Masculino,2022-03-21,Coquimbo,Chile,28.0,1231899.0,True,1,Notebook,1,Tecnología,4,151835,607340,Web
2025-679,2025-07-01,244,Diego,Muñoz,diego.muñoz244@mail.cl,Femenino,2022-12-04,Coquimbo,Chile,48.0,1393093.0,False,4,Monitor,1,Tecnología,4,616306,2465224,Web
2025-680,2025-11-29,226,María,Araya,maría.araya226@mail.cl,Femenino,2024-05-05,Biobío,Chile,65.0,702053.0,True,2,Mouse,2,Accesorios,1,454783,454783,App
2025-681,2025-03-16,78,Carolina,Flores,carolina.flores78@mail.cl,Masculino,2022-03-17,RM,Chile,45.0,2024429.0,True,2,Mouse,2,Accesorios,2,2791624,5583248,Web
2025-682,2025-03-12,33,Pedro,Díaz,pedro.díaz33@mail.cl,Femenino,2023-05-04,Valparaíso,Chile,56.0,1387121.0,False,1,Notebook,1,Tecnología,4,357236,1428944,Tienda Física
2025-683,2025-06-20,74,Sebastián,Díaz,sebastián.díaz74@mail.cl,Femenino,2023-04-02,Coquimbo,Chile,52.0,1662928.0,True,1,Notebook,1,Tecnología,3,98741,296223,Tienda Física
2025-684,2025-08-09,261,Sebastián,Díaz,sebastián.díaz261@mail.cl,Femenino,2024-05-15,Coquimbo,Chile,19.0,789102.0,False,3,Teclado,2,Accesorios,2,227394,454788,App
2025-685,2025-12-17,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,2,Mouse,2,Accesorios,4,640759,2563036,Web
2025-686,2025-04-08,215,Diego,Muñoz,diego.muñoz215@mail.cl,Masculino,2024-08-09,,Chile,45.0,991036.0,True,4,Monitor,1,Tecnología,1,649548,649548,Web
2025-687,2025-03-04,146,Valentina,Muñoz,valentina.muñoz146@mail.cl,Femenino,2023-06-01,Antofagasta,Chile,50.0,2119061.0,False,1,Notebook,1,Tecnología,3,280561,841683,Web
2025-688,2025-12-15,260,Camila,Araya,camila.araya260@mail.cl,Femenino,2023-06-16,Coquimbo,Chile,67.0,,True,1,Notebook,1,Tecnología,3,493761,1481283,Tienda Física
2025-689,2025-06-19,28,Carolina,Soto,carolina.soto28@mail.cl,Masculino,2023-01-20,RM,Chile,19.0,1242452.0,False,4,Monitor,1,Tecnología,4,545620,2182480,App
2025-690,2025-01-01,234,Sebastián,Contreras,sebastián.contreras234@mail.cl,Masculino,2024-06-05,Biobío,Chile,28.0,785555.0,False,2,Mouse,2,Accesorios,1,356479,356479,Tienda Física
2025-691,2025-06-19,174,María,Rojas,maría.rojas174@mail.cl,Masculino,2023-01-31,Biobío,Chile,54.0,1496261.0,False,6,Tablet,1,Tecnología,3,263017,789051,Web
2025-692,2025-05-30,294,Camila,Espinoza,camila.espinoza294@mail.cl,Masculino,2024-01-21,Coquimbo,Chile,25.0,1670575.0,False,4,Monitor,1,Tecnología,1,384842,384842,Web
2025-693,2025-08-03,199,Daniela,Rojas,daniela.rojas199@mail.cl,Femenino,2022-07-07,Coquimbo,Chile,,634055.0,False,2,Mouse,2,Accesorios,1,3054405,3054405,Tienda Física
2025-694,2025-06-17,239,Andrés,Silva,andrés.silva239@mail.cl,Femenino,2023-03-06,RM,Chile,46.0,1486420.0,False,3,Teclado,2,Accesorios,3,636614,1909842,Web
2025-695,2025-07-04,80,Camila,Morales,camila.morales80@mail.cl,Masculino,2023-07-23,RM,Chile,59.0,1045977.0,True,5,Audífonos,2,Accesorios,3,443603,1330809,App
2025-696,2025-08-02,195,Sebastián,Flores,sebastián.flores195@mail.cl,Femenino,2022-02-16,,Chile,33.0,2405350.0,True,1,Notebook,1,Tecnología,2,506753,1013506,Web
2025-697,2025-05-04,242,Felipe,González,felipe.gonzález242@mail.cl,Femenino,2023-06-05,RM,Chile,39.0,2340117.0,True,1,Notebook,1,Tecnología,4,683078,2732312,Web
2025-698,2025-12-17,196,Felipe,López,felipe.lópez196@mail.cl,Masculino,2022-09-07,RM,Chile,32.0,1164180.0,True,4,Monitor,1,Tecnología,3,50633,151899,Tienda Física
2025-699,2025-03-25,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,4,Monitor,1,Tecnología,4,714676,2858704,Web
2025-700,2025-02-06,145,Sebastián,González,sebastián.gonzález145@mail.cl,Masculino,2024-09-23,Biobío,Chile,50.0,1914397.0,False,5,Audífonos,2,Accesorios,3,329532,988596,App
2025-701,2025-03-03,206,Rodrigo,Espinoza,rodrigo.espinoza206@mail.cl,Femenino,2022-11-20,Valparaíso,Chile,54.0,933816.0,False,4,Monitor,1,Tecnología,4,220387,881548,Tienda Física
2025-702,2025-09-06,7,Diego,Martínez,diego.martínez7@mail.cl,Masculino,2023-01-23,Araucanía,Chile,31.0,,False,4,Monitor,1,Tecnología,1,525578,525578,App
2025-703,2025-11-21,194,Valentina,Silva,valentina.silva194@mail.cl,Masculino,2023-04-11,Coquimbo,Chile,32.0,1806170.0,False,2,Mouse,2,Accesorios,4,538425,2153700,Web
2025-704,2025-01-10,231,Camila,Morales,camila.morales231@mail.cl,Masculino,2024-08-05,Biobío,Chile,24.0,1343804.0,True,6,Tablet,1,Tecnología,3,306379,919137,Tienda Física
2025-705,2025-04-02,193,Constanza,Silva,constanza.silva193@mail.cl,Masculino,2023-10-23,Biobío,Chile,54.0,2140821.0,False,1,Notebook,1,Tecnología,3,734045,2202135,Web
2025-706,2025-08-01,30,Juan,Valenzuela,juan.valenzuela30@mail.cl,Femenino,2022-10-07,Coquimbo,Chile,51.0,1483237.0,False,1,Notebook,1,Tecnología,1,797600,797600,Web
2025-707,2025-07-04,58,Camila,Espinoza,camila.espinoza58@mail.cl,Masculino,2024-05-16,Valparaíso,Chile,69.0,2309039.0,True,6,Tablet,1,Tecnología,3,447043,1341129,Web
2025-708,2025-06-15,296,Constanza,Morales,constanza.morales296@mail.cl,Masculino,2024-11-28,Coquimbo,Chile,24.0,2030814.0,False,3,Teclado,2,Accesorios,3,242931,728793,App
2025-709,2025-05-21,161,Camila,Martínez,camila.martínez161@mail.cl,Masculino,2022-05-28,Coquimbo,Chile,45.0,2225502.0,True,6,Tablet,1,Tecnología,4,321741,1286964,Web
2025-710,2025-10-19,43,Constanza,Espinoza,constanza.espinoza43@mail.cl,Femenino,2022-08-18,RM,Chile,25.0,1699386.0,True,2,Mouse,2,Accesorios,4,218137,872548,Tienda Física
2025-711,2025-11-09,262,Camila,Soto,camila.soto262@mail.cl,Masculino,2024-01-25,Coquimbo,Chile,29.0,749474.0,True,1,Notebook,1,Tecnología,3,538313,1614939,Tienda Física
2025-712,2025-04-02,21,Camila,Espinoza,camila.espinoza21@mail.cl,Masculino,2022-08-19,Coquimbo,Chile,60.0,2323260.0,False,6,Tablet,1,Tecnología,3,567749,1703247,Web
2025-713,2025-01-05,156,Diego,Valenzuela,diego.valenzuela156@mail.cl,Masculino,2022-07-21,Biobío,Chile,43.0,513224.0,True,5,Audífonos,2,Accesorios,2,483006,966012,App
2025-714,2025-04-03,57,Diego,Araya,diego.araya57@mail.cl,Femenino,2022-01-05,Coquimbo,Chile,23.0,2270348.0,False,3,Teclado,2,Accesorios,4,83568,334272,Web
2025-715,2025-10-04,237,Camila,Soto,camila.soto237@mail.cl,Masculino,2023-07-24,Antofagasta,Chile,32.0,1494465.0,True,3,Teclado,2,Accesorios,1,190775,190775,Tienda Física
2025-716,2025-05-07,153,Diego,Silva,diego.silva153@mail.cl,Masculino,2024-10-05,Coquimbo,Chile,26.0,1799445.0,True,5,Audífonos,2,Accesorios,2,784124,1568248,Tienda Física
2025-717,2025-04-19,172,Juan,Contreras,juan.contreras172@mail.cl,Masculino,2022-05-27,RM,Chile,36.0,644931.0,True,2,Mouse,2,Accesorios,1,261063,261063,Tienda Física
2025-718,2025-03-28,198,Camila,Contreras,camila.contreras198@mail.cl,Masculino,2023-02-06,Coquimbo,Chile,56.0,2160176.0,False,1,Notebook,1,Tecnología,1,597073,597073,Tienda Física
2025-719,2025-04-28,211,María,Martínez,maría.martínez211@mail.cl,Femenino,2024-07-25,RM,Chile,20.0,645271.0,False,2,Mouse,2,Accesorios,2,503896,1007792,Web
2025-720,2025-09-15,283,Sebastián,Flores,sebastián.flores283@mail.cl,Masculino,2023-08-12,RM,Chile,28.0,919139.0,False,6,Tablet,1,Tecnología,4,711458,2845832,Web
2025-721,2025-09-08,246,Valentina,Rojas,valentina.rojas246@mail.cl,Femenino,2023-02-05,RM,Chile,,2242495.0,True,1,Notebook,1,Tecnología,3,558387,1675161,Web
2025-722,2025-06-07,197,Sebastián,Rojas,sebastián.rojas197@mail.cl,Femenino,2024-04-06,Araucanía,Chile,35.0,2371070.0,False,4,Monitor,1,Tecnología,4,782291,3129164,Tienda Física
2025-723,2025-01-14,152,Daniela,Araya,daniela.araya152@mail.cl,Masculino,2024-09-30,Coquimbo,Chile,21.0,695716.0,False,5,Audífonos,2,Accesorios,2,228168,456336,Tienda Física
2025-724,2025-07-29,268,Camila,Flores,camila.flores268@mail.cl,Masculino,2022-10-14,RM,Chile,20.0,1057685.0,False,1,Notebook,1,Tecnología,2,780391,1560782,Tienda Física
2025-725,2025-10-06,99,Diego,López,diego.lópez99@mail.cl,Masculino,2024-04-06,Biobío,Chile,30.0,651456.0,False,1,Notebook,1,Tecnología,1,160862,160862,Web
2025-726,2025-07-07,271,Andrés,Pérez,andrés.pérez271@mail.cl,Masculino,2022-06-14,Biobío,Chile,,841815.0,False,5,Audífonos,2,Accesorios,3,323045,969135,Tienda Física
2025-727,2025-03-17,211,María,Martínez,maría.martínez211@mail.cl,Femenino,2024-07-25,RM,Chile,20.0,645271.0,False,4,Monitor,1,Tecnología,1,29156,29156,Web
2025-728,2025-05-09,109,Juan,Silva,juan.silva109@mail.cl,Masculino,2024-10-16,RM,Chile,59.0,753490.0,True,2,Mouse,2,Accesorios,3,241226,723678,App
2025-729,2025-12-08,103,Camila,Espinoza,camila.espinoza103@mail.cl,Masculino,2024-05-30,Biobío,Chile,,1584763.0,True,2,Mouse,2,Accesorios,4,747197,2988788,Tienda Física
2025-730,2025-01-18,220,Pedro,Silva,pedro.silva220@mail.cl,Femenino,2022-02-09,Coquimbo,Chile,62.0,599616.0,False,3,Teclado,2,Accesorios,3,502508,1507524,App
2025-731,2025-11-06,72,Daniela,Flores,daniela.flores72@mail.cl,Femenino,2024-08-27,RM,Chile,51.0,2392466.0,True,6,Tablet,1,Tecnología,2,424627,849254,App
2025-732,2025-07-20,38,Daniela,González,daniela.gonzález38@mail.cl,Femenino,2023-09-20,RM,Chile,25.0,1291971.0,False,6,Tablet,1,Tecnología,4,789518,3158072,Tienda Física
2025-733,2025-03-23,35,Pedro,Contreras,pedro.contreras35@mail.cl,Femenino,2022-05-24,Biobío,Chile,69.0,2019163.0,True,5,Audífonos,2,Accesorios,2,660971,1321942,App
2025-734,2025-06-16,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,4,Monitor,1,Tecnología,4,3601207,14404828,App
2025-735,2025-07-25,235,María,Valenzuela,maría.valenzuela235@mail.cl,Femenino,2024-11-11,RM,Chile,20.0,1272944.0,False,6,Tablet,1,Tecnología,3,168998,506994,Web
2025-736,2025-11-07,166,Felipe,Rojas,felipe.rojas166@mail.cl,Femenino,2024-02-17,RM,Chile,63.0,1407425.0,False,4,Monitor,1,Tecnología,3,255847,767541,Web
2025-737,2025-05-15,1,Felipe,Díaz,felipe.díaz1@mail.cl,Masculino,2024-11-10,RM,Chile,36.0,2070006.0,True,1,Notebook,1,Tecnología,3,237467,712401,App
2025-738,2025-04-18,133,Francisca,Espinoza,francisca.espinoza133@mail.cl,Femenino,2022-05-19,Araucanía,Chile,30.0,2058506.0,True,2,Mouse,2,Accesorios,2,625781,1251562,Tienda Física
2025-739,2025-03-15,146,Valentina,Muñoz,valentina.muñoz146@mail.cl,Femenino,2023-06-01,Antofagasta,Chile,50.0,2119061.0,False,6,Tablet,1,Tecnología,4,637907,2551628,Tienda Física
2025-740,2025-09-09,297,Juan,López,juan.lópez297@mail.cl,Masculino,2022-10-25,Antofagasta,Chile,37.0,1132259.0,False,3,Teclado,2,Accesorios,3,501638,1504914,App
2025-741,2025-02-14,198,Camila,Contreras,camila.contreras198@mail.cl,Masculino,2023-02-06,Coquimbo,Chile,56.0,2160176.0,False,2,Mouse,2,Accesorios,3,149133,447399,App
2025-742,2025-09-28,44,María,Pérez,maría.pérez44@mail.cl,Femenino,2022-10-11,Valparaíso,Chile,50.0,2298596.0,False,6,Tablet,1,Tecnología,2,280001,560002,Web
2025-743,2025-08-02,3,Daniela,Araya,daniela.araya3@mail.cl,Femenino,2024-03-16,RM,Chile,38.0,1762752.0,False,6,Tablet,1,Tecnología,2,546114,1092228,Tienda Física
2025-744,2025-06-25,93,Daniela,Soto,daniela.soto93@mail.cl,Femenino,2023-10-30,RM,Chile,45.0,2063299.0,False,1,Notebook,1,Tecnología,3,347164,1041492,App
2025-745,2025-05-18,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,1,Notebook,1,Tecnología,4,714133,2856532,Tienda Física
2025-746,2025-07-24,219,Rodrigo,González,rodrigo.gonzález219@mail.cl,Femenino,2024-11-29,Antofagasta,Chile,46.0,1632658.0,False,3,Teclado,2,Accesorios,1,217383,217383,App
2025-747,2025-06-01,4,Francisca,Soto,francisca.soto4@mail.cl,Masculino,2024-01-18,RM,Chile,44.0,656730.0,True,3,Teclado,2,Accesorios,3,391186,1173558,Web
2025-748,2025-06-25,168,Andrés,Valenzuela,andrés.valenzuela168@mail.cl,Masculino,2022-11-24,RM,Chile,64.0,962052.0,True,6,Tablet,1,Tecnología,3,295291,885873,Web
2025-749,2025-11-20,296,Constanza,Morales,constanza.morales296@mail.cl,Masculino,2024-11-28,Coquimbo,Chile,24.0,2030814.0,False,6,Tablet,1,Tecnología,2,633756,1267512,Tienda Física
2025-750,2025-09-30,262,Camila,Soto,camila.soto262@mail.cl,Masculino,2024-01-25,Coquimbo,Chile,29.0,749474.0,True,4,Monitor,1,Tecnología,4,501874,2007496,Web
2025-751,2025-09-06,258,Carolina,López,carolina.lópez258@mail.cl,Masculino,2022-02-04,RM,Chile,32.0,2040448.0,True,5,Audífonos,2,Accesorios,4,51025,204100,Tienda Física
2025-752,2025-04-17,22,Rodrigo,Contreras,rodrigo.contreras22@mail.cl,Masculino,2023-08-01,Valparaíso,Chile,23.0,2430267.0,False,3,Teclado,2,Accesorios,3,758987,2276961,App
2025-753,2025-03-10,216,Pedro,Martínez,pedro.martínez216@mail.cl,Femenino,2022-06-19,Biobío,Chile,57.0,2377528.0,True,4,Monitor,1,Tecnología,3,283958,851874,Web
2025-754,2025-11-09,297,Juan,López,juan.lópez297@mail.cl,Masculino,2022-10-25,Antofagasta,Chile,37.0,1132259.0,False,5,Audífonos,2,Accesorios,1,279579,279579,Web
2025-755,2025-12-19,120,Carolina,Contreras,carolina.contreras120@mail.cl,Femenino,2022-12-31,RM,Chile,68.0,2471206.0,True,1,Notebook,1,Tecnología,4,259717,1038868,Web
2025-756,2025-09-16,35,Pedro,Contreras,pedro.contreras35@mail.cl,Femenino,2022-05-24,Biobío,Chile,69.0,2019163.0,True,5,Audífonos,2,Accesorios,2,216717,433434,Tienda Física
2025-757,2025-07-03,117,Andrés,Martínez,andrés.martínez117@mail.cl,Femenino,2022-09-06,Coquimbo,Chile,39.0,1427982.0,False,2,Mouse,2,Accesorios,2,457603,915206,App
2025-758,2025-07-19,67,Camila,Muñoz,camila.muñoz67@mail.cl,Femenino,2024-02-01,Araucanía,Chile,49.0,,False,3,Teclado,2,Accesorios,1,260694,260694,Web
2025-759,2025-03-11,66,Juan,Espinoza,juan.espinoza66@mail.cl,Femenino,2022-12-23,RM,Chile,27.0,2283541.0,True,1,Notebook,1,Tecnología,3,577827,1733481,Web
2025-760,2025-07-18,226,María,Araya,maría.araya226@mail.cl,Femenino,2024-05-05,Biobío,Chile,65.0,702053.0,True,1,Notebook,1,Tecnología,1,123034,123034,App
2025-761,2025-08-26,91,Camila,Rojas,camila.rojas91@mail.cl,Masculino,2022-02-16,Valparaíso,Chile,31.0,759214.0,True,6,Tablet,1,Tecnología,2,422289,844578,App
2025-762,2025-12-01,89,Juan,Soto,juan.soto89@mail.cl,Masculino,2022-05-14,Biobío,Chile,62.0,1153983.0,True,4,Monitor,1,Tecnología,1,423532,423532,Web
2025-763,2025-02-21,49,Francisca,Rojas,francisca.rojas49@mail.cl,Femenino,2023-11-17,RM,Chile,49.0,1552590.0,False,1,Notebook,1,Tecnología,2,580993,1161986,Tienda Física
2025-764,2025-10-01,133,Francisca,Espinoza,francisca.espinoza133@mail.cl,Femenino,2022-05-19,Araucanía,Chile,30.0,2058506.0,True,6,Tablet,1,Tecnología,2,647300,1294600,Web
2025-765,2025-11-16,243,Diego,Muñoz,diego.muñoz243@mail.cl,Femenino,2023-08-07,RM,Chile,30.0,1215472.0,False,2,Mouse,2,Accesorios,3,506297,1518891,Tienda Física
2025-766,2025-10-27,176,Carolina,Silva,carolina.silva176@mail.cl,Masculino,2023-12-15,,Chile,63.0,2056182.0,False,2,Mouse,2,Accesorios,3,114672,344016,App
2025-767,2025-04-08,163,Constanza,Flores,constanza.flores163@mail.cl,Masculino,2023-03-05,RM,Chile,,2166471.0,True,4,Monitor,1,Tecnología,2,495725,991450,Web
2025-768,2025-11-11,169,Pedro,González,pedro.gonzález169@mail.cl,Femenino,2024-10-03,Valparaíso,Chile,52.0,534911.0,False,5,Audífonos,2,Accesorios,3,547691,1643073,Web
2025-769,2025-10-28,231,Camila,Morales,camila.morales231@mail.cl,Masculino,2024-08-05,Biobío,Chile,24.0,1343804.0,True,4,Monitor,1,Tecnología,4,173004,692016,Tienda Física
2025-770,2025-01-07,128,Daniela,Contreras,daniela.contreras128@mail.cl,Masculino,2024-01-29,RM,Chile,48.0,1533255.0,True,2,Mouse,2,Accesorios,3,174404,523212,Tienda Física
2025-771,2025-08-14,38,Daniela,González,daniela.gonzález38@mail.cl,Femenino,2023-09-20,RM,Chile,25.0,1291971.0,False,5,Audífonos,2,Accesorios,3,305135,915405,App
2025-772,2025-12-17,48,Rodrigo,Pérez,rodrigo.pérez48@mail.cl,Femenino,2022-05-08,RM,Chile,59.0,1013758.0,False,3,Teclado,2,Accesorios,1,235461,235461,Web
2025-773,2025-02-08,179,Felipe,Pérez,felipe.pérez179@mail.cl,Masculino,2024-04-17,Antofagasta,Chile,38.0,985417.0,False,4,Monitor,1,Tecnología,2,541458,1082916,Web
